method,occupant_name,exit_time_s,congestion_time_total_s,distance_m
Improved A*,55160,171.175,73.225,0
Improved A*,55161,233.4,140.175,0
Improved A*,55162,174.775,70.075,0
Improved A*,55163,236.775,156.075,0
Improved A*,55164,193.1,115.525,0
Improved A*,55165,39.85,0.15,0
Improved A*,55166,206.375,116.2,0
Improved A*,55167,115.85,47.125,0
Improved A*,55168,53.525,0.3,0
Improved A*,55169,127.75,55.275,0
Improved A*,55170,50.6,0.15,0
Improved A*,55171,62.325,0.2,0
Improved A*,55172,74.5,4.225,0
Improved A*,55173,61.35,0.15,0
Improved A*,55174,70.325,7.8,0
Improved A*,55175,111.125,39.825,0
Improved A*,55176,60.875,0.15,0
Improved A*,55177,48.975,0.15,0
Improved A*,55178,50.2,0.15,0
Improved A*,55179,54.875,0.15,0
Improved A*,55180,100.525,33.05,0
Improved A*,55181,42.975,0.15,0
Improved A*,55182,218.825,149.45,0
Improved A*,55183,85.15,5.275,0
Improved A*,55184,92.875,22.675,0
Improved A*,55185,219.9,151.325,0
Improved A*,55186,485.1,405.475,0
Improved A*,55187,80.775,9.225,0
Improved A*,55188,379.1,301.0,0
Improved A*,55189,44.15,0.15,0
Improved A*,55190,117.375,43.625,0
Improved A*,55191,147.65,76.45,0
Improved A*,55192,197.6,134.075,0
Improved A*,55193,55.2,0.15,0
Improved A*,55194,91.15,23.65,0
Improved A*,55195,59.525,0.15,0
Improved A*,55196,47.125,0.15,0
Improved A*,55197,161.0,86.425,0
Improved A*,55198,77.7,5.7,0
Improved A*,55199,65.725,0.15,0
Improved A*,55200,73.375,4.0,0
Improved A*,55201,703.525,621.05,0
Improved A*,55202,164.5,96.075,0
Improved A*,55203,67.275,5.725,0
Improved A*,55204,239.9,166.4,0
Improved A*,55205,299.25,232.25,0
Improved A*,55206,67.375,6.075,0
Improved A*,55207,41.0,0.15,0
Improved A*,55208,46.1,0.15,0
Improved A*,55209,85.475,13.375,0
Improved A*,55210,75.0,6.075,0
Improved A*,55211,86.775,13.4,0
Improved A*,55212,262.7,186.625,0
Improved A*,55213,69.975,11.9,0
Improved A*,55214,71.7,4.925,0
Improved A*,55215,600.075,512.3,0
Improved A*,55216,59.45,0.15,0
Improved A*,55217,635.275,547.35,0
Improved A*,55218,69.275,0.15,0
Improved A*,55219,654.5,563.575,0
Improved A*,55220,289.15,218.525,0
Improved A*,55221,91.3,17.625,0
Improved A*,55222,613.425,523.225,0
Improved A*,55223,645.8,566.225,0
Improved A*,55224,229.05,150.325,0
Improved A*,55225,587.05,491.25,0
Improved A*,55226,610.2,521.225,0
Improved A*,55227,74.675,4.0,0
Improved A*,55228,62.55,3.4,0
Improved A*,55229,345.025,264.4,0
Improved A*,55230,71.175,3.2,0
Improved A*,55231,369.475,291.45,0
Improved A*,55232,73.1,0.15,0
Improved A*,55233,60.625,0.15,0
Improved A*,55234,53.275,0.15,0
Improved A*,55235,663.75,562.575,0
Improved A*,55236,83.55,15.225,0
Improved A*,55237,366.275,294.1,0
Improved A*,55238,616.975,532.025,0
Improved A*,55239,608.625,520.925,0
Improved A*,55240,660.575,575.575,0
Improved A*,55241,655.125,575.025,0
Improved A*,55242,52.75,0.15,0
Improved A*,55243,66.9,2.075,0
Improved A*,55244,157.55,81.225,0
Improved A*,55245,641.675,562.025,0
Improved A*,55246,603.9,522.275,0
Improved A*,55247,65.125,6.85,0
Improved A*,55248,64.35,1.25,0
Improved A*,55249,639.15,550.425,0
Improved A*,55250,635.425,543.55,0
Improved A*,55251,74.1,0.15,0
Improved A*,55252,446.15,362.45,0
Improved A*,55253,67.5,8.675,0
Improved A*,55254,93.225,28.525,0
Improved A*,55255,57.075,0.35,0
Improved A*,55256,139.05,61.15,0
Improved A*,55257,593.025,501.1,0
Improved A*,55258,292.975,217.975,0
Improved A*,55259,70.375,0.15,0
Improved A*,55260,80.35,12.8,0
Improved A*,55261,642.4,563.65,0
Improved A*,55262,90.6,16.225,0
Improved A*,55263,597.175,515.6,0
Improved A*,55264,522.85,449.925,0
Improved A*,55265,70.225,6.175,0
Improved A*,55266,149.475,79.1,0
Improved A*,55267,63.1,0.15,0
Improved A*,55268,629.625,542.3,0
Improved A*,55269,155.3,76.875,0
Improved A*,55270,61.2,0.15,0
Improved A*,55271,85.775,12.875,0
Improved A*,55272,61.8,1.875,0
Improved A*,55273,205.9,131.625,0
Improved A*,55274,144.925,66.55,0
Improved A*,55275,665.125,586.475,0
Improved A*,55276,67.875,1.575,0
Improved A*,55277,250.725,171.5,0
Improved A*,55278,660.35,578.975,0
Improved A*,55279,396.625,325.55,0
Improved A*,55280,70.85,4.85,0
Improved A*,55281,605.625,524.8,0
Improved A*,55282,483.475,379.9,0
Improved A*,55283,658.475,588.625,0
Improved A*,55284,688.4,593.775,0
Improved A*,55285,71.125,0.15,0
Improved A*,55286,682.9,622.8,0
Improved A*,55287,659.075,531.125,0
Improved A*,55288,107.125,29.625,0
Improved A*,55289,170.525,74.8,0
Improved A*,55290,97.875,20.375,0
Improved A*,55291,668.925,592.075,0
Improved A*,55292,672.0,564.3,0
Improved A*,55293,58.25,0.15,0
Improved A*,55294,92.55,17.75,0
Improved A*,55295,66.5,0.15,0
Improved A*,55296,564.7,474.525,0
Improved A*,55297,53.85,0.15,0
Improved A*,55298,77.3,5.85,0
Improved A*,55299,674.1,602.175,0
Improved A*,55300,667.775,591.35,0
Improved A*,55301,47.725,0.15,0
Improved A*,55302,65.95,0.15,0
Improved A*,55303,688.975,650.85,0
Improved A*,55304,53.925,0.15,0
Improved A*,55305,72.0,0.15,0
Improved A*,55306,625.825,552.525,0
Improved A*,55307,698.85,638.25,0
Improved A*,55308,59.05,0.15,0
Improved A*,55309,620.725,550.525,0
Improved A*,55310,54.65,0.15,0
Improved A*,55311,673.75,583.175,0
Improved A*,55312,63.5,0.15,0
Improved A*,55313,504.475,434.025,0
Improved A*,55314,592.15,498.3,0
Improved A*,55315,61.225,0.15,0
Improved A*,55316,57.7,0.15,0
Improved A*,55317,651.95,576.275,0
Improved A*,55318,627.225,540.05,0
Improved A*,55319,59.6,0.15,0
Improved A*,55320,678.475,610.25,0
Improved A*,55321,162.95,67.1,0
Improved A*,55322,201.65,153.85,0
Improved A*,55323,62.675,0.15,0
Improved A*,55324,623.325,550.8,0
Improved A*,55325,55.325,0.2,0
Improved A*,55326,514.875,433.625,0
Improved A*,55327,132.625,56.025,0
Improved A*,55328,119.75,45.6,0
Improved A*,55329,549.6,453.1,0
Improved A*,55330,645.225,513.325,0
Improved A*,55331,46.0,0.175,0
Improved A*,55332,641.075,517.025,0
Improved A*,55333,657.375,571.625,0
Improved A*,55334,691.05,618.3,0
Improved A*,55335,51.125,0.15,0
Improved A*,55336,53.925,0.2,0
Improved A*,55337,48.85,0.15,0
Improved A*,55338,663.125,558.55,0
Improved A*,55339,667.75,550.75,0
Improved A*,55340,685.2,577.75,0
Improved A*,55341,655.325,565.85,0
Improved A*,55342,676.15,569.425,0
Improved A*,55343,60.6,0.15,0
Improved A*,55344,167.8,70.7,0
Improved A*,55345,680.75,568.0,0
Improved A*,55346,604.475,496.1,0
Improved A*,55347,69.775,0.15,0
Improved A*,55348,690.475,644.225,0
Improved A*,55349,643.975,554.8,0
Improved A*,55350,246.375,208.675,0
Improved A*,55351,681.3,606.65,0
Improved A*,55352,676.6,623.675,0
Improved A*,55353,91.1,6.55,0
Improved A*,55354,43.65,0.15,0
Improved A*,55355,46.7,0.15,0
Improved A*,55356,69.675,0.15,0
Improved A*,55357,361.675,276.925,0
Improved A*,55358,214.425,135.075,0
Improved A*,55359,47.075,0.15,0
Improved A*,55360,108.075,31.35,0
Improved A*,55361,52.725,0.475,0
Improved A*,55362,50.5,0.15,0
Improved A*,55363,56.575,0.15,0
Improved A*,55364,374.7,292.45,0
Improved A*,55365,67.525,0.15,0
Improved A*,55366,125.25,44.5,0
Improved A*,55367,195.975,113.275,0
Improved A*,55368,152.475,70.775,0
Improved A*,55369,76.875,0.2,0
Improved A*,55370,124.3,47.025,0
Improved A*,55371,155.45,77.05,0
Improved A*,55372,74.775,0.15,0
Improved A*,55373,49.375,0.15,0
Improved A*,55374,429.625,346.225,0
Improved A*,55375,53.95,0.15,0
Improved A*,55376,63.5,0.15,0
Improved A*,55377,45.175,0.15,0
Improved A*,55378,59.725,0.15,0
Improved A*,55379,102.225,20.45,0
Improved A*,55380,58.325,0.15,0
Improved A*,55381,75.875,0.15,0
Improved A*,55382,65.75,0.15,0
Improved A*,55383,97.75,17.25,0
Improved A*,55384,101.0,19.625,0
Improved A*,55385,150.8,67.725,0
Improved A*,55386,305.2,228.15,0
Improved A*,55387,56.5,0.15,0
Improved A*,55388,106.15,33.45,0
Improved A*,55389,741.525,657.075,0
Improved A*,55390,87.075,10.95,0
Improved A*,55391,91.8,6.825,0
Improved A*,55392,49.8,0.15,0
Improved A*,55393,94.875,14.825,0
Improved A*,55394,80.825,8.9,0
Improved A*,55395,53.225,0.15,0
Improved A*,55396,106.875,23.5,0
Improved A*,55397,79.9,4.975,0
Improved A*,55398,306.125,223.575,0
Improved A*,56101,155.55,0.175,0
Improved A*,56102,164.675,0.175,0
Improved A*,56103,144.325,0.175,0
Improved A*,56104,514.25,317.35,0
Improved A*,56105,457.35,283.675,0
Improved A*,56106,202.525,18.575,0
Improved A*,56107,151.35,0.175,0
Improved A*,56108,156.275,0.175,0
Improved A*,56109,161.625,0.175,0
Improved A*,56110,228.95,38.55,0
Improved A*,56111,170.475,0.2,0
Improved A*,56112,332.325,142.1,0
Improved A*,56113,178.05,1.95,0
Improved A*,56114,158.825,0.175,0
Improved A*,56115,185.125,4.55,0
Improved A*,56116,153.45,0.175,0
Improved A*,56117,202.0,15.35,0
Improved A*,56118,163.65,0.175,0
Improved A*,56119,141.025,0.175,0
Improved A*,56120,149.7,0.175,0
Improved A*,56121,149.0,0.175,0
Improved A*,56122,159.6,0.175,0
Improved A*,56123,157.8,0.175,0
Improved A*,56124,171.9,0.175,0
Improved A*,56125,160.75,0.175,0
Improved A*,56126,162.65,0.175,0
Improved A*,56127,150.2,0.175,0
Improved A*,56128,165.725,0.175,0
Improved A*,56129,146.85,0.275,0
Improved A*,56130,361.05,179.9,0
Improved A*,56131,446.525,247.825,0
Improved A*,56132,271.725,93.9,0
Improved A*,56133,312.125,147.025,0
Improved A*,56134,378.525,216.475,0
Improved A*,56135,215.425,43.15,0
Improved A*,56136,145.75,1.95,0
Improved A*,56137,167.75,14.55,0
Improved A*,56138,368.125,184.1,0
Improved A*,56139,345.625,154.575,0
Improved A*,56140,354.325,184.975,0
Improved A*,56141,432.325,258.4,0
Improved A*,56142,409.825,151.725,0
Improved A*,56143,436.975,272.8,0
Improved A*,56144,232.15,52.275,0
Improved A*,56145,383.85,217.725,0
Improved A*,56146,147.95,0.175,0
Improved A*,56147,362.75,177.85,0
Improved A*,56148,156.8,5.55,0
Improved A*,56149,444.625,267.3,0
Improved A*,56150,295.425,129.25,0
Improved A*,56151,371.125,188.475,0
Improved A*,56152,394.925,216.1,0
Improved A*,56153,322.525,152.125,0
Improved A*,56154,193.825,28.475,0
Improved A*,56155,159.825,7.375,0
Improved A*,56156,223.65,44.7,0
Improved A*,56157,222.675,50.275,0
Improved A*,56158,536.025,363.25,0
Improved A*,56159,128.375,0.175,0
Improved A*,56160,439.825,269.0,0
Improved A*,56161,392.15,219.9,0
Improved A*,56162,685.925,450.325,0
Improved A*,56163,681.65,462.775,0
Improved A*,56164,606.325,363.625,0
Improved A*,56165,926.375,731.15,0
Improved A*,56166,621.675,415.3,0
Improved A*,56167,711.575,471.35,0
Improved A*,56168,923.05,691.575,0
Improved A*,56169,719.1,484.4,0
Improved A*,56170,702.025,461.425,0
Improved A*,56171,643.975,416.025,0
Improved A*,56172,677.65,390.3,0
Improved A*,56173,728.925,542.125,0
Improved A*,56174,706.325,489.425,0
Improved A*,56175,228.45,41.55,0
Improved A*,56176,845.1,624.525,0
Improved A*,56177,678.475,432.175,0
Improved A*,56178,725.725,494.875,0
Improved A*,56179,615.35,392.425,0
Improved A*,56180,588.75,306.675,0
Improved A*,56181,691.0,473.775,0
Improved A*,56182,702.525,481.425,0
Improved A*,56183,254.95,60.1,0
Improved A*,56184,714.75,493.825,0
Improved A*,56185,209.0,30.85,0
Improved A*,56186,726.25,506.0,0
Improved A*,56187,691.75,477.225,0
Improved A*,56188,694.225,448.45,0
Improved A*,56189,905.65,703.675,0
Improved A*,56190,644.425,433.675,0
Improved A*,56191,691.15,441.975,0
Improved A*,56192,730.275,563.75,0
Improved A*,56193,629.725,421.225,0
Improved A*,56194,660.4,378.475,0
Improved A*,56195,705.875,507.95,0
Improved A*,56196,721.725,515.8,0
Improved A*,56197,726.675,513.525,0
Improved A*,56198,686.75,484.65,0
Improved A*,56199,689.825,488.75,0
Improved A*,56200,718.525,509.675,0
Improved A*,56201,701.95,497.475,0
Improved A*,56202,743.15,559.3,0
Improved A*,56203,698.05,495.225,0
Improved A*,56204,628.6,429.25,0
Improved A*,56205,722.35,525.325,0
Improved A*,56206,158.125,0.3,0
Improved A*,56207,698.675,500.925,0
Improved A*,56208,677.95,413.975,0
Improved A*,56209,715.15,507.225,0
Improved A*,56210,652.65,376.95,0
Improved A*,56211,621.675,357.1,0
Improved A*,56212,633.8,364.95,0
Improved A*,56213,612.375,347.15,0
Improved A*,56214,709.675,489.7,0
Improved A*,56215,744.85,544.975,0
Improved A*,56216,719.95,518.25,0
Improved A*,56217,689.525,485.125,0
Improved A*,56218,692.85,497.125,0
Improved A*,56219,165.25,27.35,0
Improved A*,56220,284.6,109.525,0
Improved A*,56221,205.125,42.8,0
Improved A*,56222,248.25,75.125,0
Improved A*,56223,128.0,2.775,0
Improved A*,56224,183.85,37.775,0
Improved A*,56225,124.475,0.275,0
Improved A*,56226,693.4,433.1,0
Improved A*,56227,696.35,439.225,0
Improved A*,56228,144.425,12.8,0
Improved A*,56229,154.05,20.725,0
Improved A*,56230,678.0,473.25,0
Improved A*,56231,232.775,68.675,0
Improved A*,56232,724.0,509.225,0
Improved A*,56233,132.4,5.35,0
Improved A*,56234,717.5,500.675,0
Improved A*,56235,503.775,333.8,0
Improved A*,56236,406.55,231.525,0
Improved A*,56237,126.85,0.175,0
Improved A*,56238,729.3,528.375,0
Improved A*,56239,420.025,190.85,0
Improved A*,56240,121.325,0.25,0
Improved A*,56241,133.975,5.775,0
Improved A*,56242,119.875,0.175,0
Improved A*,56243,129.925,3.525,0
Improved A*,56244,151.35,15.85,0
Improved A*,56245,187.8,42.6,0
Improved A*,56246,428.325,240.825,0
Improved A*,56247,118.7,0.175,0
Improved A*,56248,94.8,0.175,0
Improved A*,56249,118.2,0.175,0
Improved A*,56250,114.425,0.175,0
Improved A*,56251,111.875,0.175,0
Improved A*,56252,109.975,0.175,0
Improved A*,56253,100.725,0.175,0
Improved A*,56254,104.0,0.175,0
Improved A*,56255,98.225,0.175,0
Improved A*,56256,110.875,0.175,0
Improved A*,56257,123.4,4.225,0
Improved A*,56258,99.575,0.175,0
Improved A*,56259,96.975,0.175,0
Improved A*,56260,106.425,0.175,0
Improved A*,56261,109.65,0.175,0
Improved A*,56262,108.075,0.175,0
Improved A*,56263,125.6,6.425,0
Improved A*,56264,115.225,0.175,0
Improved A*,56265,109.0,0.175,0
Improved A*,56266,102.925,0.175,0
Improved A*,56267,113.275,0.175,0
Improved A*,56268,92.475,0.175,0
Improved A*,56269,119.25,0.175,0
Improved A*,56270,135.025,12.225,0
Improved A*,56271,101.825,0.175,0
Improved A*,56272,130.7,8.775,0
Improved A*,56273,106.825,0.175,0
Improved A*,56274,105.225,0.175,0
Improved A*,56275,117.55,2.975,0
Improved A*,56276,116.425,0.175,0
Improved A*,56277,113.5,0.175,0
Improved A*,56278,107.875,0.175,0
Improved A*,56279,55.85,0.175,0
Improved A*,56280,184.3,0.2,0
Improved A*,56281,166.825,0.2,0
Improved A*,56282,222.55,0.175,0
Improved A*,56283,67.925,0.175,0
Improved A*,56284,150.3,0.175,0
Improved A*,56285,64.05,0.175,0
Improved A*,56286,80.675,0.175,0
Improved A*,56287,78.725,0.175,0
Improved A*,56288,202.825,0.2,0
Improved A*,56289,128.775,0.175,0
Improved A*,56290,50.325,0.175,0
Improved A*,56291,178.375,0.175,0
Improved A*,56292,309.25,56.7,0
Improved A*,56293,271.1,12.225,0
Improved A*,56294,302.175,48.875,0
Improved A*,56295,75.725,0.175,0
Improved A*,56296,310.225,54.75,0
Improved A*,56297,123.175,0.2,0
Improved A*,56298,271.675,28.325,0
Improved A*,56299,279.85,23.175,0
Improved A*,56300,54.45,0.175,0
Improved A*,56301,223.75,0.175,0
Improved A*,56302,109.1,0.2,0
Improved A*,56303,45.65,0.175,0
Improved A*,56304,267.25,20.375,0
Improved A*,56305,80.1,0.175,0
Improved A*,56306,138.675,0.2,0
Improved A*,56307,311.525,53.05,0
Improved A*,56308,317.9,61.45,0
Improved A*,56309,181.475,0.175,0
Improved A*,56310,272.95,20.4,0
Improved A*,56311,256.325,9.575,0
Improved A*,56312,285.325,41.2,0
Improved A*,56313,237.825,13.15,0
Improved A*,56314,226.15,3.7,0
Improved A*,56315,213.175,0.175,0
Improved A*,56316,121.875,0.2,0
Improved A*,56317,71.575,0.175,0
Improved A*,56318,76.7,0.175,0
Improved A*,56319,74.225,0.175,0
Improved A*,56320,283.725,40.6,0
Improved A*,56321,281.825,20.625,0
Improved A*,56322,199.075,0.175,0
Improved A*,56323,297.95,35.15,0
Improved A*,56324,73.175,0.175,0
Improved A*,56325,190.6,0.175,0
Improved A*,56326,56.175,0.175,0
Improved A*,56327,229.575,0.175,0
Improved A*,56328,66.325,0.175,0
Improved A*,56329,264.3,23.0,0
Improved A*,56330,210.25,0.175,0
Improved A*,56331,201.925,0.175,0
Improved A*,56332,228.9,8.225,0
Improved A*,56333,152.15,0.2,0
Improved A*,56334,83.95,0.175,0
Improved A*,56335,199.775,0.175,0
Improved A*,56336,151.8,0.2,0
Improved A*,56337,68.975,0.175,0
Improved A*,56338,296.825,28.5,0
Improved A*,56339,209.1,0.175,0
Improved A*,56340,304.05,51.3,0
Improved A*,56341,139.125,0.2,0
Improved A*,56342,133.575,0.175,0
Improved A*,56343,70.775,0.175,0
Improved A*,56344,144.8,2.075,0
Improved A*,56345,57.675,0.175,0
Improved A*,56346,307.65,42.65,0
Improved A*,56347,52.425,0.175,0
Improved A*,56348,70.075,0.175,0
Improved A*,56349,60.75,0.175,0
Improved A*,56350,77.725,0.275,0
Improved A*,56351,270.3,29.475,0
Improved A*,56352,130.925,0.175,0
Improved A*,56353,211.95,0.175,0
Improved A*,56354,312.775,55.4,0
Improved A*,56355,275.075,28.975,0
Improved A*,56356,261.85,24.4,0
Improved A*,56357,283.175,24.875,0
Improved A*,56358,281.65,22.15,0
Improved A*,56359,303.625,41.05,0
Improved A*,56360,253.1,18.8,0
Improved A*,56361,232.55,7.4,0
Improved A*,56362,291.15,20.35,0
Improved A*,56363,230.95,2.175,0
Improved A*,56364,213.55,0.175,0
Improved A*,56365,315.15,55.775,0
Improved A*,56366,263.45,11.675,0
Improved A*,56367,313.225,58.1,0
Improved A*,56368,301.9,38.9,0
Improved A*,56369,269.275,23.5,0
Improved A*,56370,318.975,63.475,0
Improved A*,56371,275.35,32.725,0
Improved A*,56372,267.7,18.7,0
Improved A*,56373,294.25,40.425,0
Improved A*,56374,288.025,43.325,0
Improved A*,56375,301.125,47.475,0
Improved A*,56376,254.75,16.85,0
Improved A*,56377,252.775,15.925,0
Improved A*,56378,270.95,14.35,0
Improved A*,56379,290.575,33.675,0
Improved A*,56380,286.7,38.175,0
Improved A*,56381,256.65,21.75,0
Improved A*,56382,219.1,0.175,0
Improved A*,56383,308.55,46.425,0
Improved A*,56384,288.575,24.475,0
Improved A*,56385,209.75,0.175,0
Improved A*,56386,220.025,1.175,0
Improved A*,56387,304.9,44.325,0
Improved A*,56388,304.575,54.65,0
Improved A*,56389,299.275,37.875,0
Improved A*,56390,245.1,17.55,0
Improved A*,56391,212.05,0.175,0
Improved A*,56392,286.275,28.425,0
Improved A*,56393,287.25,38.05,0
Improved A*,56394,288.925,23.6,0
Improved A*,56395,201.175,0.175,0
Improved A*,56396,277.85,29.6,0
Improved A*,56397,272.35,15.85,0
Improved A*,56398,248.125,14.975,0
Improved A*,56399,231.5,7.075,0
Improved A*,56400,297.45,48.95,0
Improved A*,56401,319.675,54.325,0
Improved A*,56402,316.975,58.925,0
Improved A*,56403,226.625,1.25,0
Improved A*,56404,172.2,0.175,0
Improved A*,56405,226.975,2.425,0
Improved A*,56406,266.95,21.0,0
Improved A*,56407,314.375,52.85,0
Improved A*,56408,268.075,26.575,0
Improved A*,56409,300.85,53.1,0
Improved A*,56410,251.2,15.975,0
Improved A*,56411,313.5,47.95,0
Improved A*,56412,269.25,15.675,0
Improved A*,56413,253.45,8.775,0
Improved A*,56414,188.3,0.175,0
Improved A*,56415,236.825,5.875,0
Improved A*,56416,240.75,4.8,0
Improved A*,56417,183.1,0.175,0
Improved A*,56418,291.8,38.975,0
Improved A*,56419,243.975,15.1,0
Improved A*,56420,212.775,0.175,0
Improved A*,56421,197.575,0.175,0
Improved A*,56422,216.925,0.175,0
Improved A*,56423,176.35,0.175,0
Improved A*,56424,234.825,4.7,0
Improved A*,56425,305.75,47.075,0
Improved A*,56426,222.9,2.3,0
Improved A*,56427,213.875,0.175,0
Improved A*,56428,290.575,23.875,0
Improved A*,56429,244.175,7.325,0
Improved A*,56430,228.125,3.775,0
Improved A*,56431,321.475,67.5,0
Improved A*,56432,239.775,11.25,0
Improved A*,56433,304.1,48.125,0
Improved A*,56434,306.85,54.325,0
Improved A*,56435,303.575,49.275,0
Improved A*,56436,239.825,11.15,0
Improved A*,56437,254.8,19.25,0
Improved A*,56438,252.125,20.425,0
Improved A*,56439,272.6,24.625,0
Improved A*,56440,253.4,16.55,0
Improved A*,56441,305.425,43.1,0
Improved A*,56442,195.975,0.175,0
Improved A*,56443,312.175,53.875,0
Improved A*,56444,297.625,30.275,0
Improved A*,56445,272.05,30.65,0
Improved A*,56446,278.95,18.525,0
Improved A*,56447,224.775,0.175,0
Improved A*,56448,303.275,41.275,0
Improved A*,56449,234.975,6.775,0
Improved A*,56450,302.3,49.6,0
Improved A*,56451,221.175,0.175,0
Improved A*,56452,234.1,13.0,0
Improved A*,56453,302.625,52.55,0
Improved A*,56454,267.55,28.325,0
Improved A*,56455,246.6,8.925,0
Improved A*,56456,233.1,0.175,0
Improved A*,56457,194.3,0.3,0
Improved A*,56458,289.85,26.25,0
Improved A*,56459,268.75,25.675,0
Improved A*,56460,296.1,48.7,0
Improved A*,56461,202.375,0.175,0
Improved A*,56462,203.35,0.175,0
Improved A*,56463,299.725,47.875,0
Improved A*,56464,271.4,18.675,0
Improved A*,56465,298.75,35.55,0
Improved A*,56466,297.05,48.9,0
Improved A*,56595,127.575,0.175,0
Improved A*,56596,111.325,0.175,0
Improved A*,56597,129.575,0.175,0
Improved A*,56598,143.25,0.175,0
Improved A*,56599,137.75,0.175,0
Improved A*,56602,130.925,0.175,0
Improved A*,56603,108.725,0.175,0
Improved A*,56611,192.725,0.175,0
Improved A*,56612,196.725,0.175,0
Improved A*,56613,238.025,0.175,0
Improved A*,56614,200.25,0.175,0
Improved A*,56615,190.1,0.175,0
Improved A*,56616,195.725,0.175,0
Improved A*,56617,198.125,0.175,0
Improved A*,56604,159.45,0.175,0
Improved A*,56605,145.475,0.175,0
Improved A*,56606,131.9,0.175,0
Improved A*,56607,136.25,0.175,0
Improved A*,56608,137.375,0.175,0
Improved A*,56609,135.075,0.175,0
Improved A*,56610,158.325,0.175,0
Improved A*,57994,166.75,0.175,0
Improved A*,57995,180.1,0.175,0
Improved A*,57996,143.25,0.175,0
Improved A*,56618,154.5,0.175,0
Improved A*,56619,152.4,0.175,0
Improved A*,56620,179.7,0.175,0
Improved A*,57147,110.825,0.175,0
Improved A*,57148,110.1,0.175,0
Improved A*,57149,126.05,26.275,0
Improved A*,57150,118.15,8.7,0
Improved A*,57151,130.95,24.55,0
Improved A*,57152,124.725,18.125,0
Improved A*,57153,88.1,1.95,0
